id,data_evento,hora_evento,host,srcip,srcuser,rule_id,rule_level,severidade_wazuh,rule_description,full_log,severidade_manual,severidade_wazuh_llm
1779329860.64241,2026-05-18,16,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-18T16:40:02.105880-03:00 srv01 sshd[1326274]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.64241,2026-05-18,16,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T16:54:27.264479+00:00 srv02 sshd[1000536]: Accepted publickey for user from 203.0.113.11 port 36878 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,17,wazuh.manager,203.0.113.208,usr21,,,nenhum,,2026-05-18T17:00:02.441308-03:00 srv01 sshd[1377767]: Disconnected from user usr21 203.0.113.208 port 33660,nenhum,nenhum
1779329860.64241,2026-05-18,17,wazuh.manager,,root,,,nenhum,,2026-05-18T17:15:01.339557-03:00 srv01 CRON[1416196]: pam_unix(cron:session): session closed for user root,nenhum,nenhum
1779329860.64241,2026-05-18,17,wazuh.manager,208.109.53.78,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T17:06:45.983222+00:00 srv02 sshd[1005402]: Disconnected from invalid user root 208.109.53.78 port 49842 [preauth],baixo,medio
1779329860.64241,2026-05-18,17,wazuh.manager,,,,,nenhum,,2026-05-18T17:27:20.198440+00:00 srv02 sshd[1013898]: Connection closed by authenticating user usr21 203.0.113.11 port 56326 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,17,wazuh.manager,,usr21,,,nenhum,,2026-05-18T17:32:08.071045+00:00 srv02 CRON[1015806]: pam_unix(cron:session): session closed for user usr21,nenhum,nenhum
1779329860.64241,2026-05-18,18,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T18:07:11.011969+00:00 srv02 sshd[1029596]: Disconnected from user usr21 203.0.113.11 port 48112,nenhum,nenhum
1779329860.64241,2026-05-18,17,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T17:48:47.765469+00:00 srv02 sshd[1022293]: Accepted publickey for user from 203.0.113.11 port 53136 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,18,wazuh.manager,,,,,nenhum,,2026-05-18T18:21:16.728205-03:00 srv01 sshd[1585390]: Connection closed by invalid user user1 152.42.143.147 port 32872 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,18,wazuh.manager,87.251.64.149,nobody,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T18:23:28.982655+00:00 srv02 sshd[1036138]: Failed password for invalid user nobody from 87.251.64.149 port 49244 ssh2,medio,medio
1779329860.64241,2026-05-18,18,wazuh.manager,87.251.64.149,admin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T18:29:26.910416+00:00 srv02 sshd[1038504]: Failed password for invalid user admin from 87.251.64.149 port 44360 ssh2,medio,medio
1779329860.64241,2026-05-18,18,wazuh.manager,,usr21,,,nenhum,,2026-05-18T18:36:01.154594+00:00 srv02 CRON[1041025]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.64241,2026-05-18,18,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T18:30:02.133099-03:00 srv01 sshd[1607824]: Accepted publickey for user from 203.0.113.208 port 38072 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,18,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T18:28:23.034788+00:00 srv02 sshd[1037996]: Connection reset by invalid user root 87.251.64.149 port 28984 [preauth],medio,alto
1779329860.64241,2026-05-18,18,wazuh.manager,198.199.106.159,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T18:54:46.970146+00:00 srv02 sshd[1048799]: Disconnected from invalid user root 198.199.106.159 port 53770 [preauth],baixo,medio
1779329860.64241,2026-05-18,19,wazuh.manager,,,,,nenhum,,2026-05-18T19:18:38.613396+00:00 srv02 systemd-logind[1224]: Session 43310 logged out. Waiting for processes to exit.,nenhum,nenhum
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:31:08.183485+00:00 srv02 sshd[1063377]: Failed password for invalid user root from 87.251.64.147 port 40202 ssh2,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,ftp,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:21:00.044473+00:00 srv02 sshd[1058965]: Failed password for invalid user ftp from 87.251.64.147 port 53582 ssh2,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T19:38:23.718144+00:00 srv02 sshd[1067384]: Accepted publickey for user from 203.0.113.11 port 60844 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:32:59.187688+00:00 srv02 sshd[1064709]: Failed password for invalid user root from 87.251.64.147 port 7216 ssh2,medio,alto
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:26:47.046805+00:00 srv02 sshd[1061340]: Failed password for invalid user root from 87.251.64.147 port 61564 ssh2,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,user,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:23:45.914184+00:00 srv02 sshd[1060016]: Invalid user user from 87.251.64.147 port 40232,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,,,1002,2,baixo,Unknown problem somewhere in the system.,2026-05-18T19:53:22.737731+00:00 srv02 sudo: pam_unix(sudo:auth): conversation failed,nenhum,baixo
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:38:39.817454+00:00 srv02 sshd[1067787]: Failed password for invalid user root from 87.251.64.147 port 8322 ssh2,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,,,,,nenhum,,2026-05-18T19:28:37.317714+00:00 srv02 sshd[1062133]: Connection closed by authenticating user usr21 203.0.113.11 port 42352 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,19,wazuh.manager,,,,,nenhum,,2026-05-18T19:53:22.738217+00:00 srv02 sudo: pam_unix(sudo:auth): auth could not identify password for [usr21],nenhum,nenhum
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,user,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:45:29.846263+00:00 srv02 sshd[1070855]: Failed password for invalid user user from 87.251.64.147 port 60834 ssh2,medio,medio
1779329860.64241,2026-05-18,20,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T20:17:01.073411+00:00 srv02 sshd[1119935]: Accepted publickey for user from 203.0.113.11 port 55978 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,20,wazuh.manager,,,,,nenhum,,2026-05-18T20:26:52.918968+00:00 srv02 sshd[1134716]: Connection closed by authenticating user usr21 203.0.113.11 port 55368 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:44:30.480795+00:00 srv02 sshd[1070550]: Failed password for invalid user root from 87.251.64.147 port 47978 ssh2,medio,medio
1779329860.64241,2026-05-18,20,wazuh.manager,,root,,,nenhum,,2026-05-18T20:55:01.259984+00:00 srv02 CRON[1255344]: pam_unix(cron:session): session opened for user root(uid=0) by root(uid=0),nenhum,nenhum
1779329860.64241,2026-05-18,20,wazuh.manager,,usr21,5501,3,baixo,PAM: Login session opened.,2026-05-18T20:01:37.743630+00:00 srv02 sshd[1084361]: pam_unix(sshd:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,baixo
1779329860.64241,2026-05-18,20,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T20:51:02.008877+00:00 srv02 sshd[1236524]: Accepted publickey for user from 203.0.113.11 port 43114 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,20,wazuh.manager,,,,,nenhum,,2026-05-18T20:42:29.379504+00:00 srv02 systemd-logind[1224]: Removed session 43704.,nenhum,nenhum
1779329860.64241,2026-05-18,21,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-18T21:21:20.120134+00:00 srv02 sshd[1373125]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.64241,2026-05-18,18,wazuh.manager,87.251.64.149,admin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T18:24:23.057854+00:00 srv02 sshd[1036523]: Invalid user admin from 87.251.64.149 port 34620,medio,medio
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:38:25.810990+00:00 srv02 sshd[1067382]: Failed password for invalid user root from 87.251.64.147 port 19952 ssh2,medio,medio
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T21:13:10.399986+00:00 srv02 sshd[1349010]: Accepted publickey for user from 203.0.113.11 port 54594 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,20,wazuh.manager,,,,,nenhum,,2026-05-18T20:56:53.009679-03:00 srv01 sshd[1984181]: Disconnected from authenticating user root 172.191.239.155 port 51196 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T21:00:30.839633+00:00 srv02 sshd[1290271]: Disconnected from user usr21 203.0.113.11 port 41456,nenhum,nenhum
1779329860.64241,2026-05-18,21,wazuh.manager,43.135.182.61,s1,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:22:42.575387+00:00 srv02 sshd[1379577]: Invalid user s1 from 43.135.182.61 port 45640,baixo,medio
1779329860.64241,2026-05-18,20,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T20:03:12.977470+00:00 srv02 sshd[1088110]: Disconnected from user usr21 203.0.113.11 port 43966,nenhum,nenhum
1779329860.64241,2026-05-18,19,wazuh.manager,87.251.64.147,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T19:50:13.268361+00:00 srv02 sshd[1073792]: Failed password for invalid user root from 87.251.64.147 port 28094 ssh2,medio,alto
1779329860.64241,2026-05-18,21,wazuh.manager,,usr21,5501,3,baixo,PAM: Login session opened.,2026-05-18T21:06:18.974857+00:00 srv02 sshd[1309378]: pam_unix(sshd:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,baixo
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T21:26:21.761934+00:00 srv02 sshd[1402414]: Disconnected from user usr21 203.0.113.11 port 51730,nenhum,nenhum
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T21:28:15.305075+00:00 srv02 sshd[1408701]: Accepted publickey for user from 203.0.113.11 port 54940 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,21,wazuh.manager,107.0.200.227,bo,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:31:37.986153+00:00 srv02 sshd[1418477]: Failed password for invalid user bo from 107.0.200.227 port 43488 ssh2,baixo,medio
1779329860.64241,2026-05-18,21,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:32:34.767874+00:00 srv02 sshd[1422334]: Connection reset by invalid user root 87.251.64.149 port 16864 [preauth],medio,medio
1779329860.64241,2026-05-18,21,wazuh.manager,,,,,nenhum,,2026-05-18T21:35:21.035079+00:00 srv02 systemd-logind[1224]: New session 44257 of user usr21.,nenhum,nenhum
1779329860.64241,2026-05-18,21,wazuh.manager,87.251.64.149,ftpuser,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:37:39.877222+00:00 srv02 sshd[1449793]: Failed password for invalid user ftpuser from 87.251.64.149 port 11946 ssh2,medio,alto
1779329860.64241,2026-05-18,21,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-18T21:56:05.850872-03:00 srv01 sshd[2135880]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T21:48:46.054512+00:00 srv02 sshd[1476401]: Accepted publickey for user from 203.0.113.11 port 49088 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,21,wazuh.manager,87.251.64.149,proxyuser,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:36:07.407158+00:00 srv02 sshd[1442154]: Failed password for invalid user proxyuser from 87.251.64.149 port 38070 ssh2,medio,medio
1779329860.64241,2026-05-18,21,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T21:55:30.859114+00:00 srv02 sshd[1485745]: Disconnected from user usr21 203.0.113.11 port 34978,nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T22:02:32.056836+00:00 srv02 sshd[1494716]: Accepted publickey for user from 203.0.113.11 port 39590 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,21,wazuh.manager,,,,,nenhum,,2026-05-18T21:57:42.102521+00:00 srv02 systemd-logind[1224]: Removed session 44441.,nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,webmaster,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:07:36.906992+00:00 srv02 sshd[1502436]: Failed password for invalid user webmaster from 45.153.34.112 port 59838 ssh2,medio,medio
1779329860.64241,2026-05-18,21,wazuh.manager,87.251.64.149,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T21:30:38.487822+00:00 srv02 sshd[1413876]: Failed password for invalid user root from 87.251.64.149 port 47964 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:04:16.253301+00:00 srv02 sshd[1497535]: Connection closed by invalid user root 45.153.34.112 port 46350 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:01:54.844777+00:00 srv02 sshd[1493605]: Failed password for invalid user root from 45.153.34.112 port 37604 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,root,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:08:00.937484+00:00 srv02 sshd[1502963]: Failed password for invalid user root from 45.153.34.112 port 53866 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:13:09.474372+00:00 srv02 sshd[1519587]: Connection closed by authenticating user usr21 203.0.113.11 port 47904 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,elk,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:00:58.787248+00:00 srv02 sshd[1492566]: Failed password for invalid user elk from 45.153.34.112 port 42918 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,docker,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:14:00.601146+00:00 srv02 sshd[1520817]: Failed password for invalid user docker from 45.153.34.112 port 52614 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:15:18.102090-03:00 srv01 sshd[2184899]: Connection closed by invalid user user01 50.6.227.5 port 35942 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,sonar,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:10:55.791460+00:00 srv02 sshd[1511451]: Invalid user sonar from 45.153.34.112 port 37902,medio,alto
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,user,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:14:12.119119+00:00 srv02 sshd[1521166]: Invalid user user from 45.153.34.112 port 59220,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,deploy,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:19:54.122987+00:00 srv02 sshd[1533988]: Failed password for invalid user deploy from 45.153.34.112 port 55898 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:24:07.778911+00:00 srv02 sshd[1547582]: Connection closed by invalid user playground 45.153.34.112 port 58828 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,tom,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:25:58.559506+00:00 srv02 sshd[1550469]: Failed password for invalid user tom from 45.153.34.112 port 37346 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T22:24:56.888860+00:00 srv02 sshd[1549412]: Accepted publickey for user from 203.0.113.11 port 58072 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,22,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T22:25:22.035110+00:00 srv02 sshd[1549909]: Disconnected from user usr21 203.0.113.11 port 34238,nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,deploy,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:27:29.676239+00:00 srv02 sshd[1551727]: Failed password for invalid user deploy from 45.153.34.112 port 49880 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,demo,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:30:45.928687+00:00 srv02 sshd[1555847]: Invalid user demo from 45.153.34.112 port 51080,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,git,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:17:37.382929+00:00 srv02 sshd[1529775]: Invalid user git from 45.153.34.112 port 55382,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,jumpserver,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:31:56.229518+00:00 srv02 sshd[1558719]: Failed password for invalid user jumpserver from 45.153.34.112 port 52192 ssh2,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:11:56.328615+00:00 srv02 systemd-logind[1224]: Session 44625 logged out. Waiting for processes to exit.,nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,lsfadmin,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:20:52.600900+00:00 srv02 sshd[1535999]: Invalid user lsfadmin from 45.153.34.112 port 32812,medio,alto
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:33:47.677436+00:00 srv02 systemd-logind[1224]: Session 44812 logged out. Waiting for processes to exit.,nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,victor,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:37:32.384832+00:00 srv02 sshd[1570294]: Invalid user victor from 45.153.34.112 port 33230,medio,medio
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,es,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:33:55.224735+00:00 srv02 sshd[1561339]: Failed password for invalid user es from 45.153.34.112 port 43802 ssh2,medio,alto
1779329860.64241,2026-05-18,23,wazuh.manager,,usr21,,,nenhum,,2026-05-18T23:12:01.912939+00:00 srv02 CRON[1707478]: pam_unix(cron:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,nenhum
1779329860.64241,2026-05-18,22,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-18T22:58:14.746647+00:00 srv02 sshd[1652559]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.64241,2026-05-18,22,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T22:46:48.641636+00:00 srv02 sshd[1613900]: Accepted publickey for user from 203.0.113.11 port 36976 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,22,wazuh.manager,45.153.34.112,test1,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-18T22:37:55.065905+00:00 srv02 sshd[1572363]: Failed password for invalid user test1 from 45.153.34.112 port 59020 ssh2,medio,medio
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T23:09:57.145312+00:00 srv02 sshd[1700911]: Accepted publickey for user from 203.0.113.11 port 45920 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,,usr21,5502,3,baixo,PAM: Login session closed.,2026-05-18T23:20:02.186806+00:00 srv02 sshd[1734233]: pam_unix(sshd:session): session closed for user usr21,nenhum,baixo
1779329860.64241,2026-05-18,22,wazuh.manager,,,,,nenhum,,2026-05-18T22:39:33.062014+00:00 srv02 sshd[1582613]: Connection closed by authenticating user usr21 203.0.113.11 port 34166 [preauth],nenhum,nenhum
1779329860.64241,2026-05-18,23,wazuh.manager,,usr21,5501,3,baixo,PAM: Login session opened.,2026-05-18T23:43:54.654836+00:00 srv02 sshd[1798533]: pam_unix(sshd:session): session opened for user usr21(uid=1011) by usr21(uid=0),nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T23:40:27.624526+00:00 srv02 sshd[1786602]: Accepted publickey for user from 203.0.113.11 port 37338 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T23:34:08.113657+00:00 srv02 sshd[1766234]: Disconnected from user usr21 203.0.113.11 port 60752,nenhum,nenhum
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-18T23:03:07.070303+00:00 srv02 sshd[1678536]: Disconnected from user usr21 203.0.113.11 port 43046,nenhum,nenhum
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T23:47:22.265619+00:00 srv02 sshd[1812331]: Accepted publickey for user from 203.0.113.11 port 59524 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T23:52:58.714742+00:00 srv02 sshd[1832474]: Accepted publickey for user from 203.0.113.11 port 37200 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-18T23:31:14.163246+00:00 srv02 sshd[1758554]: Accepted publickey for user from 203.0.113.11 port 59262 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,,,,,nenhum,,2026-05-18T23:55:18.219037+00:00 srv02 systemd-logind[1224]: Removed session 45911.,nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,,,,,nenhum,,2026-05-19T00:01:53.539709+00:00 srv02 systemd-logind[1224]: New session 46092 of user usr21.,nenhum,nenhum
1779329860.64241,2026-05-18,23,wazuh.manager,,,,,nenhum,,2026-05-18T23:35:07.595070+00:00 srv02 systemd-logind[1224]: New session 45372 of user usr21.,nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,,,,,nenhum,,2026-05-19T00:09:33.279468+00:00 srv02 systemd-logind[1224]: Removed session 46271.,nenhum,nenhum
1779329860.64241,2026-05-18,23,wazuh.manager,,,,,nenhum,,2026-05-18T23:49:42.419244+00:00 srv02 systemd-logind[1224]: Session 45731 logged out. Waiting for processes to exit.,nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-19T00:06:10.276548+00:00 srv02 sshd[1877819]: Accepted publickey for user from 203.0.113.11 port 46204 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-19,00,wazuh.manager,203.0.113.208,usr21,5715,3,baixo,sshd: authentication success.,2026-05-19T00:04:08.595055-03:00 srv01 sshd[2463197]: Accepted publickey for user from 203.0.113.208 port 40156 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
1779329860.64241,2026-05-18,23,wazuh.manager,,,,,nenhum,,2026-05-18T23:48:06.018281+00:00 srv02 sshd[1815950]: Connection closed by authenticating user usr21 203.0.113.11 port 36218 [preauth],nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,203.0.113.11,usr21,,,nenhum,,2026-05-19T00:08:11.539928+00:00 srv02 sshd[1884883]: Disconnected from user usr21 203.0.113.11 port 47588,nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,,,,,nenhum,,2026-05-19T00:17:36.326099+00:00 srv02 systemd-logind[1224]: Removed session 46450.,nenhum,nenhum
1779329860.64241,2026-05-19,00,wazuh.manager,87.251.64.149,user,5710,5,medio,sshd: Attempt to login using a non-existent user,2026-05-19T00:20:29.543143+00:00 srv02 sshd[1933550]: Invalid user user from 87.251.64.149 port 45384,medio,medio
1779329860.64241,2026-05-19,00,wazuh.manager,203.0.113.11,usr21,5715,3,baixo,sshd: authentication success.,2026-05-19T00:22:25.869185+00:00 srv02 sshd[1938206]: Accepted publickey for user from 203.0.113.11 port 34722 ssh2: ED25519 SHA256:PtRPOlkvit9cEEsdIoKWqMuPIYzciFH+stsL4bp2yc8,nenhum,baixo
